activity_id,id,name,category,sector,source,source_link,source_dataset,uncertainty,year,year_released,region,region_name,description,unit_type,unit,source_lca_activity,data_quality_flags,access_type,supported_calculation_methods,factor,factor_calculation_method,factor_calculation_origin,constituent_gases,data_version,data_version_information
storage-provider_azure-region_brazil_south_east-type_ssd,870ec83f-32b6-4612-946f-b3d49041cf02,AZURE (brazil_south_east) SSD storage,Cloud Computing - Storage,Information and Communication,CCF,https://www.cloudcarbonfootprint.org/docs/methodology/#compute,Derived from CCF models,,2022,2022,BR,Brazil,Emission intensity for the SSD storage in kg CO2e per terabyte-hour for the Azure data centers in the given location using the assumptions and grid emissions factors available in the source as of date accessed. The source does not clarify if the kgCO2e value is calculated using either IPCC Fourth Assessment Report (AR4) or IPCC Fifth Assessment Report (AR5) methodologies.,DataOverTime,kg/TB-hour,use_phase,['notable_methodological_variance'],public,['ar4'],,,,"{'co2e_total': None, 'co2e_other': None, 'co2': None, 'ch4': None, 'n2o': None}",{'status': 'up_to_date'},{'status': 'up_to_date'}
memory-provider_azure-region_japan,10b53d2a-6b76-4ca6-a8fb-5b271bbba749,AZURE (japan) memory,Cloud Computing - Memory,Information and Communication,CCF,https://www.cloudcarbonfootprint.org/docs/methodology/#compute,Derived from CCF models,,2022,2022,JP,Japan,Emission intensity for use of cloud computing memory in kg CO2e per gigabyte-hour for the Azure data centers in the given location using the assumptions and grid emissions factors available in the source as of date accessed. The source does not clarify if the kgCO2e value is calculated using either IPCC Fourth Assessment Report (AR4) or IPCC Fifth Assessment Report (AR5) methodologies.,DataOverTime,kg/GB-hour,use_phase,['notable_methodological_variance'],public,['ar4'],,,,"{'co2e_total': None, 'co2e_other': None, 'co2': None, 'ch4': None, 'n2o': None}",{'status': 'up_to_date'},{'status': 'up_to_date'}
cpu-provider_azure-region_japan,08a0b39b-6cf4-4f36-b86c-f192eac1e843,AZURE (japan) CPU,Cloud Computing - CPU,Information and Communication,CCF,https://www.cloudcarbonfootprint.org/docs/methodology/#compute,Derived from CCF models,,2022,2022,JP,Japan,Emission intensity for usage of a single CPU in kg CO2e per hour for the Azure data centers in the given location using the assumptions and grid emissions factors available in the source as of date accessed. It is assumed that vCPU utilization is 50%. The source does not clarify if the kgCO2e value is calculated using either IPCC Fourth Assessment Report (AR4) or IPCC Fifth Assessment Report (AR5) methodologies.,NumberOverTime,kg/CPU-hour,use_phase,['notable_methodological_variance'],public,['ar4'],,,,"{'co2e_total': None, 'co2e_other': None, 'co2': None, 'ch4': None, 'n2o': None}",{'status': 'up_to_date'},{'status': 'up_to_date'}
networking-provider_azure-region_japan,407e156c-3ea2-44ee-ba0d-b311fa4608b9,AZURE (japan) networking,Cloud Computing - Networking,Information and Communication,CCF,https://www.cloudcarbonfootprint.org/docs/methodology/#compute,Derived from CCF models,,2022,2022,JP,Japan,Emission intensity in kg CO2e per gigabyte of electricity used to power the internal network of the Azure data centers in the given location using the assumptions and grid emissions factors available in the source as of date accessed. The source does not clarify if the kgCO2e value is calculated using either IPCC Fourth Assessment Report (AR4) or IPCC Fifth Assessment Report (AR5) methodologies.,Data,kg/GB,use_phase,['notable_methodological_variance'],public,['ar4'],,,,"{'co2e_total': None, 'co2e_other': None, 'co2': None, 'ch4': None, 'n2o': None}",{'status': 'up_to_date'},{'status': 'up_to_date'}
storage-provider_azure-region_japan-type_hdd,4010252a-bf52-44ee-acb0-e34ce40d6f29,AZURE (japan) HDD storage,Cloud Computing - Storage,Information and Communication,CCF,https://www.cloudcarbonfootprint.org/docs/methodology/#compute,Derived from CCF models,,2022,2022,JP,Japan,Emission intensity for the HDD storage in kg CO2e per terabyte-hour for the Azure data centers in the given location using the assumptions and grid emissions factors available in the source as of date accessed. The source does not clarify if the kgCO2e value is calculated using either IPCC Fourth Assessment Report (AR4) or IPCC Fifth Assessment Report (AR5) methodologies.,DataOverTime,kg/TB-hour,use_phase,['notable_methodological_variance'],public,['ar4'],,,,"{'co2e_total': None, 'co2e_other': None, 'co2': None, 'ch4': None, 'n2o': None}",{'status': 'up_to_date'},{'status': 'up_to_date'}
storage-provider_azure-region_japan-type_ssd,59f9367b-e625-4b80-a296-3eaa687c27fe,AZURE (japan) SSD storage,Cloud Computing - Storage,Information and Communication,CCF,https://www.cloudcarbonfootprint.org/docs/methodology/#compute,Derived from CCF models,,2022,2022,JP,Japan,Emission intensity for the SSD storage in kg CO2e per terabyte-hour for the Azure data centers in the given location using the assumptions and grid emissions factors available in the source as of date accessed. The source does not clarify if the kgCO2e value is calculated using either IPCC Fourth Assessment Report (AR4) or IPCC Fifth Assessment Report (AR5) methodologies.,DataOverTime,kg/TB-hour,use_phase,['notable_methodological_variance'],public,['ar4'],,,,"{'co2e_total': None, 'co2e_other': None, 'co2': None, 'ch4': None, 'n2o': None}",{'status': 'up_to_date'},{'status': 'up_to_date'}
memory-provider_azure-region_south_africa,6682c748-7e30-40b8-a016-7934046466d2,AZURE (south_africa) memory,Cloud Computing - Memory,Information and Communication,CCF,https://www.cloudcarbonfootprint.org/docs/methodology/#compute,Derived from CCF models,,2022,2022,ZA,South Africa,Emission intensity for use of cloud computing memory in kg CO2e per gigabyte-hour for the Azure data centers in the given location using the assumptions and grid emissions factors available in the source as of date accessed. The source does not clarify if the kgCO2e value is calculated using either IPCC Fourth Assessment Report (AR4) or IPCC Fifth Assessment Report (AR5) methodologies.,DataOverTime,kg/GB-hour,use_phase,['notable_methodological_variance'],public,['ar4'],,,,"{'co2e_total': None, 'co2e_other': None, 'co2': None, 'ch4': None, 'n2o': None}",{'status': 'up_to_date'},{'status': 'up_to_date'}
memory-provider_azure-region_south_africa_west,884f0af9-2243-4d7a-98a5-2e0681b92d0e,AZURE (south_africa_west) memory,Cloud Computing - Memory,Information and Communication,CCF,https://www.cloudcarbonfootprint.org/docs/methodology/#compute,Derived from CCF models,,2022,2022,ZA,South Africa,Emission intensity for use of cloud computing memory in kg CO2e per gigabyte-hour for the Azure data centers in the given location using the assumptions and grid emissions factors available in the source as of date accessed. The source does not clarify if the kgCO2e value is calculated using either IPCC Fourth Assessment Report (AR4) or IPCC Fifth Assessment Report (AR5) methodologies.,DataOverTime,kg/GB-hour,use_phase,['notable_methodological_variance'],public,['ar4'],,,,"{'co2e_total': None, 'co2e_other': None, 'co2': None, 'ch4': None, 'n2o': None}",{'status': 'up_to_date'},{'status': 'up_to_date'}
cpu-provider_azure-region_south_africa,bf5fbf27-19ea-4210-8163-12f55bb93224,AZURE (south_africa) CPU,Cloud Computing - CPU,Information and Communication,CCF,https://www.cloudcarbonfootprint.org/docs/methodology/#compute,Derived from CCF models,,2022,2022,ZA,South Africa,Emission intensity for usage of a single CPU in kg CO2e per hour for the Azure data centers in the given location using the assumptions and grid emissions factors available in the source as of date accessed. It is assumed that vCPU utilization is 50%. The source does not clarify if the kgCO2e value is calculated using either IPCC Fourth Assessment Report (AR4) or IPCC Fifth Assessment Report (AR5) methodologies.,NumberOverTime,kg/CPU-hour,use_phase,['notable_methodological_variance'],public,['ar4'],,,,"{'co2e_total': None, 'co2e_other': None, 'co2': None, 'ch4': None, 'n2o': None}",{'status': 'up_to_date'},{'status': 'up_to_date'}
cpu-provider_azure-region_south_africa_west,9c822176-e7a6-4884-9ed4-19b1d01b405e,AZURE (south_africa_west) CPU,Cloud Computing - CPU,Information and Communication,CCF,https://www.cloudcarbonfootprint.org/docs/methodology/#compute,Derived from CCF models,,2022,2022,ZA,South Africa,Emission intensity for usage of a single CPU in kg CO2e per hour for the Azure data centers in the given location using the assumptions and grid emissions factors available in the source as of date accessed. It is assumed that vCPU utilization is 50%. The source does not clarify if the kgCO2e value is calculated using either IPCC Fourth Assessment Report (AR4) or IPCC Fifth Assessment Report (AR5) methodologies.,NumberOverTime,kg/CPU-hour,use_phase,['notable_methodological_variance'],public,['ar4'],,,,"{'co2e_total': None, 'co2e_other': None, 'co2': None, 'ch4': None, 'n2o': None}",{'status': 'up_to_date'},{'status': 'up_to_date'}
networking-provider_azure-region_south_africa,d4f25779-d190-4ee5-bc13-09ad8b44dbcc,AZURE (south_africa) networking,Cloud Computing - Networking,Information and Communication,CCF,https://www.cloudcarbonfootprint.org/docs/methodology/#compute,Derived from CCF models,,2022,2022,ZA,South Africa,Emission intensity in kg CO2e per gigabyte of electricity used to power the internal network of the Azure data centers in the given location using the assumptions and grid emissions factors available in the source as of date accessed. The source does not clarify if the kgCO2e value is calculated using either IPCC Fourth Assessment Report (AR4) or IPCC Fifth Assessment Report (AR5) methodologies.,Data,kg/GB,use_phase,['notable_methodological_variance'],public,['ar4'],,,,"{'co2e_total': None, 'co2e_other': None, 'co2': None, 'ch4': None, 'n2o': None}",{'status': 'up_to_date'},{'status': 'up_to_date'}
networking-provider_azure-region_south_africa_west,dba8fca3-f4e7-441c-961b-c7036d476f91,AZURE (south_africa_west) networking,Cloud Computing - Networking,Information and Communication,CCF,https://www.cloudcarbonfootprint.org/docs/methodology/#compute,Derived from CCF models,,2022,2022,ZA,South Africa,Emission intensity in kg CO2e per gigabyte of electricity used to power the internal network of the Azure data centers in the given location using the assumptions and grid emissions factors available in the source as of date accessed. The source does not clarify if the kgCO2e value is calculated using either IPCC Fourth Assessment Report (AR4) or IPCC Fifth Assessment Report (AR5) methodologies.,Data,kg/GB,use_phase,['notable_methodological_variance'],public,['ar4'],,,,"{'co2e_total': None, 'co2e_other': None, 'co2': None, 'ch4': None, 'n2o': None}",{'status': 'up_to_date'},{'status': 'up_to_date'}
storage-provider_azure-region_south_africa-type_hdd,ad75aacf-8bce-48ab-aa09-167936d731e0,AZURE (south_africa) HDD storage,Cloud Computing - Storage,Information and Communication,CCF,https://www.cloudcarbonfootprint.org/docs/methodology/#compute,Derived from CCF models,,2022,2022,ZA,South Africa,Emission intensity for the HDD storage in kg CO2e per terabyte-hour for the Azure data centers in the given location using the assumptions and grid emissions factors available in the source as of date accessed. The source does not clarify if the kgCO2e value is calculated using either IPCC Fourth Assessment Report (AR4) or IPCC Fifth Assessment Report (AR5) methodologies.,DataOverTime,kg/TB-hour,use_phase,['notable_methodological_variance'],public,['ar4'],,,,"{'co2e_total': None, 'co2e_other': None, 'co2': None, 'ch4': None, 'n2o': None}",{'status': 'up_to_date'},{'status': 'up_to_date'}
storage-provider_azure-region_south_africa-type_ssd,b1e0b9d6-b302-476f-a9e3-3b16a1789f7a,AZURE (south_africa) SSD storage,Cloud Computing - Storage,Information and Communication,CCF,https://www.cloudcarbonfootprint.org/docs/methodology/#compute,Derived from CCF models,,2022,2022,ZA,South Africa,Emission intensity for the SSD storage in kg CO2e per terabyte-hour for the Azure data centers in the given location using the assumptions and grid emissions factors available in the source as of date accessed. The source does not clarify if the kgCO2e value is calculated using either IPCC Fourth Assessment Report (AR4) or IPCC Fifth Assessment Report (AR5) methodologies.,DataOverTime,kg/TB-hour,use_phase,['notable_methodological_variance'],public,['ar4'],,,,"{'co2e_total': None, 'co2e_other': None, 'co2': None, 'ch4': None, 'n2o': None}",{'status': 'up_to_date'},{'status': 'up_to_date'}
storage-provider_azure-region_south_africa_west-type_hdd,b9e6883d-c57f-48c3-bd96-d42eff56b351,AZURE (south_africa_west) HDD storage,Cloud Computing - Storage,Information and Communication,CCF,https://www.cloudcarbonfootprint.org/docs/methodology/#compute,Derived from CCF models,,2022,2022,ZA,South Africa,Emission intensity for the HDD storage in kg CO2e per terabyte-hour for the Azure data centers in the given location using the assumptions and grid emissions factors available in the source as of date accessed. The source does not clarify if the kgCO2e value is calculated using either IPCC Fourth Assessment Report (AR4) or IPCC Fifth Assessment Report (AR5) methodologies.,DataOverTime,kg/TB-hour,use_phase,['notable_methodological_variance'],public,['ar4'],,,,"{'co2e_total': None, 'co2e_other': None, 'co2': None, 'ch4': None, 'n2o': None}",{'status': 'up_to_date'},{'status': 'up_to_date'}
storage-provider_azure-region_south_africa_west-type_ssd,cf31beb4-5c99-4a11-b129-63925a6ba3f2,AZURE (south_africa_west) SSD storage,Cloud Computing - Storage,Information and Communication,CCF,https://www.cloudcarbonfootprint.org/docs/methodology/#compute,Derived from CCF models,,2022,2022,ZA,South Africa,Emission intensity for the SSD storage in kg CO2e per terabyte-hour for the Azure data centers in the given location using the assumptions and grid emissions factors available in the source as of date accessed. The source does not clarify if the kgCO2e value is calculated using either IPCC Fourth Assessment Report (AR4) or IPCC Fifth Assessment Report (AR5) methodologies.,DataOverTime,kg/TB-hour,use_phase,['notable_methodological_variance'],public,['ar4'],,,,"{'co2e_total': None, 'co2e_other': None, 'co2': None, 'ch4': None, 'n2o': None}",{'status': 'up_to_date'},{'status': 'up_to_date'}
memory-provider_azure-region_canada,64e3fca3-2c7a-4cfd-a6d5-899a9137f279,AZURE (canada) memory,Cloud Computing - Memory,Information and Communication,CCF,https://www.cloudcarbonfootprint.org/docs/methodology/#compute,Derived from CCF models,,2022,2022,CA,Canada,Emission intensity for use of cloud computing memory in kg CO2e per gigabyte-hour for the Azure data centers in the given location using the assumptions and grid emissions factors available in the source as of date accessed. The source does not clarify if the kgCO2e value is calculated using either IPCC Fourth Assessment Report (AR4) or IPCC Fifth Assessment Report (AR5) methodologies.,DataOverTime,kg/GB-hour,use_phase,['notable_methodological_variance'],public,['ar4'],,,,"{'co2e_total': None, 'co2e_other': None, 'co2': None, 'ch4': None, 'n2o': None}",{'status': 'up_to_date'},{'status': 'up_to_date'}
cpu-provider_azure-region_canada,2c934a0f-d938-4294-a509-406aad2dafd4,AZURE (canada) CPU,Cloud Computing - CPU,Information and Communication,CCF,https://www.cloudcarbonfootprint.org/docs/methodology/#compute,Derived from CCF models,,2022,2022,CA,Canada,Emission intensity for usage of a single CPU in kg CO2e per hour for the Azure data centers in the given location using the assumptions and grid emissions factors available in the source as of date accessed. It is assumed that vCPU utilization is 50%. The source does not clarify if the kgCO2e value is calculated using either IPCC Fourth Assessment Report (AR4) or IPCC Fifth Assessment Report (AR5) methodologies.,NumberOverTime,kg/CPU-hour,use_phase,['notable_methodological_variance'],public,['ar4'],,,,"{'co2e_total': None, 'co2e_other': None, 'co2': None, 'ch4': None, 'n2o': None}",{'status': 'up_to_date'},{'status': 'up_to_date'}
networking-provider_azure-region_canada,e82ae291-9eef-4a23-a9db-404eb143c4c0,AZURE (canada) networking,Cloud Computing - Networking,Information and Communication,CCF,https://www.cloudcarbonfootprint.org/docs/methodology/#compute,Derived from CCF models,,2022,2022,CA,Canada,Emission intensity in kg CO2e per gigabyte of electricity used to power the internal network of the Azure data centers in the given location using the assumptions and grid emissions factors available in the source as of date accessed. The source does not clarify if the kgCO2e value is calculated using either IPCC Fourth Assessment Report (AR4) or IPCC Fifth Assessment Report (AR5) methodologies.,Data,kg/GB,use_phase,['notable_methodological_variance'],public,['ar4'],,,,"{'co2e_total': None, 'co2e_other': None, 'co2': None, 'ch4': None, 'n2o': None}",{'status': 'up_to_date'},{'status': 'up_to_date'}
storage-provider_azure-region_canada-type_hdd,94272d36-b02d-4587-80cd-52df6cfbaf31,AZURE (canada) HDD storage,Cloud Computing - Storage,Information and Communication,CCF,https://www.cloudcarbonfootprint.org/docs/methodology/#compute,Derived from CCF models,,2022,2022,CA,Canada,Emission intensity for the HDD storage in kg CO2e per terabyte-hour for the Azure data centers in the given location using the assumptions and grid emissions factors available in the source as of date accessed. The source does not clarify if the kgCO2e value is calculated using either IPCC Fourth Assessment Report (AR4) or IPCC Fifth Assessment Report (AR5) methodologies.,DataOverTime,kg/TB-hour,use_phase,['notable_methodological_variance'],public,['ar4'],,,,"{'co2e_total': None, 'co2e_other': None, 'co2': None, 'ch4': None, 'n2o': None}",{'status': 'up_to_date'},{'status': 'up_to_date'}
storage-provider_azure-region_canada-type_ssd,04fba454-bd31-4a72-978f-16d90be3aa34,AZURE (canada) SSD storage,Cloud Computing - Storage,Information and Communication,CCF,https://www.cloudcarbonfootprint.org/docs/methodology/#compute,Derived from CCF models,,2022,2022,CA,Canada,Emission intensity for the SSD storage in kg CO2e per terabyte-hour for the Azure data centers in the given location using the assumptions and grid emissions factors available in the source as of date accessed. The source does not clarify if the kgCO2e value is calculated using either IPCC Fourth Assessment Report (AR4) or IPCC Fifth Assessment Report (AR5) methodologies.,DataOverTime,kg/TB-hour,use_phase,['notable_methodological_variance'],public,['ar4'],,,,"{'co2e_total': None, 'co2e_other': None, 'co2': None, 'ch4': None, 'n2o': None}",{'status': 'up_to_date'},{'status': 'up_to_date'}
memory-provider_aws-region_ap_southeast_1,a5ca11ba-9510-41a5-922f-7390cc746888,AWS (ap-southeast-1) memory,Cloud Computing - Memory,Information and Communication,CCF,https://www.cloudcarbonfootprint.org/docs/methodology/#compute,Derived from CCF models,,2021,2021,SG,Singapore,Emission intensity for use of cloud computing memory in kg CO2e per gigabyte-hour for the Amazon Web Services data centers in the given location using the assumptions and grid emissions factors available in the source as of date accessed. The source does not clarify if the kgCO2e value is calculated using either IPCC Fourth Assessment Report (AR4) or IPCC Fifth Assessment Report (AR5) methodologies.,DataOverTime,kg/GB-hour,use_phase,['notable_methodological_variance'],public,['ar4'],,,,"{'co2e_total': None, 'co2e_other': None, 'co2': None, 'ch4': None, 'n2o': None}",{'status': 'up_to_date'},{'status': 'up_to_date'}
memory-provider_aws-region_ap_southeast_1,ae82a09a-538e-469e-aac1-5ed704304982,AWS (ap-southeast-1) memory,Cloud Computing - Memory,Information and Communication,CCF,https://www.cloudcarbonfootprint.org/docs/methodology/#compute,Derived from CCF models,,2022,2022,SG,Singapore,Emission intensity for use of cloud computing memory in kg CO2e per gigabyte-hour for the Amazon Web Services data centers in the given location using the assumptions and grid emissions factors available in the source as of date accessed. The source does not clarify if the kgCO2e value is calculated using either IPCC Fourth Assessment Report (AR4) or IPCC Fifth Assessment Report (AR5) methodologies.,DataOverTime,kg/GB-hour,use_phase,['notable_methodological_variance'],public,['ar4'],,,,"{'co2e_total': None, 'co2e_other': None, 'co2': None, 'ch4': None, 'n2o': None}",{'status': 'up_to_date'},{'status': 'up_to_date'}
memory-provider_azure-region_southeast_asia,6f2f71a4-30bf-4661-966d-ba456f82e14b,AZURE (southeast-asia) memory,Cloud Computing - Memory,Information and Communication,CCF,https://www.cloudcarbonfootprint.org/docs/methodology/#compute,Derived from CCF models,,2021,2021,SG,Singapore,Emission intensity for use of cloud computing memory in kg CO2e per gigabyte-hour for the Azure data centers in the given location using the assumptions and grid emissions factors available in the source as of date accessed. The source does not clarify if the kgCO2e value is calculated using either IPCC Fourth Assessment Report (AR4) or IPCC Fifth Assessment Report (AR5) methodologies.,DataOverTime,kg/GB-hour,use_phase,['notable_methodological_variance'],public,['ar4'],,,,"{'co2e_total': None, 'co2e_other': None, 'co2': None, 'ch4': None, 'n2o': None}",{'status': 'up_to_date'},{'status': 'up_to_date'}
memory-provider_azure-region_southeast_asia,231b1b85-684b-4be1-a19f-435f0bc0c2b7,AZURE (southeast-asia) memory,Cloud Computing - Memory,Information and Communication,CCF,https://www.cloudcarbonfootprint.org/docs/methodology/#compute,Derived from CCF models,,2022,2022,SG,Singapore,Emission intensity for use of cloud computing memory in kg CO2e per gigabyte-hour for the Azure data centers in the given location using the assumptions and grid emissions factors available in the source as of date accessed. The source does not clarify if the kgCO2e value is calculated using either IPCC Fourth Assessment Report (AR4) or IPCC Fifth Assessment Report (AR5) methodologies.,DataOverTime,kg/GB-hour,use_phase,['notable_methodological_variance'],public,['ar4'],,,,"{'co2e_total': None, 'co2e_other': None, 'co2': None, 'ch4': None, 'n2o': None}",{'status': 'up_to_date'},{'status': 'up_to_date'}
memory-provider_gcp-region_asia_southeast_1,32eee082-489f-4c10-918b-6dc6c449c22c,GCP (asia-southeast-1) memory,Cloud Computing - Memory,Information and Communication,CCF,https://www.cloudcarbonfootprint.org/docs/methodology/#compute,Derived from CCF models,,2021,2021,SG,Singapore,Emission intensity for use of cloud computing memory in kg CO2e per gigabyte-hour for the Google Cloud Platform data centers in the given location using the assumptions and grid emissions factors available in the source as of date accessed. The source does not clarify if the kgCO2e value is calculated using either IPCC Fourth Assessment Report (AR4) or IPCC Fifth Assessment Report (AR5) methodologies.,DataOverTime,kg/GB-hour,use_phase,['notable_methodological_variance'],public,['ar4'],,,,"{'co2e_total': None, 'co2e_other': None, 'co2': None, 'ch4': None, 'n2o': None}",{'status': 'up_to_date'},{'status': 'up_to_date'}
memory-provider_gcp-region_asia_southeast_1,29ef3d47-419f-410c-9d03-fc5bce898874,GCP (asia-southeast-1) memory,Cloud Computing - Memory,Information and Communication,CCF,https://www.cloudcarbonfootprint.org/docs/methodology/#compute,Derived from CCF models,,2022,2022,SG,Singapore,Emission intensity for use of cloud computing memory in kg CO2e per gigabyte-hour for the Google Cloud Platform data centers in the given location using the assumptions and grid emissions factors available in the source as of date accessed. The source does not clarify if the kgCO2e value is calculated using either IPCC Fourth Assessment Report (AR4) or IPCC Fifth Assessment Report (AR5) methodologies.,DataOverTime,kg/GB-hour,use_phase,['notable_methodological_variance'],public,['ar4'],,,,"{'co2e_total': None, 'co2e_other': None, 'co2': None, 'ch4': None, 'n2o': None}",{'status': 'up_to_date'},{'status': 'up_to_date'}
memory-provider_gcp_cfe-region_asia_southeast_1,7652a7e2-314d-48a7-98e8-76b4553b6f5d,GCP CFE (asia_southeast_1) memory,Cloud Computing - Memory,Information and Communication,CCF,https://www.cloudcarbonfootprint.org/docs/methodology/#compute,Derived from CCF models,,2022,2022,SG,Singapore,Emission intensity for use of cloud computing memory in kg CO2e per gigabyte-hour for the Google Cloud Platform data centers in the given location using the assumptions and grid emissions factors available in the source as of date accessed. The EF takes into account Google’s published Carbon Free Energy percentage (CFE %) in each region. The source does not clarify if the kgCO2e value is calculated using either IPCC Fourth Assessment Report (AR4) or IPCC Fifth Assessment Report (AR5) methodologies.,DataOverTime,kg/GB-hour,use_phase,['notable_methodological_variance'],public,['ar4'],,,,"{'co2e_total': None, 'co2e_other': None, 'co2': None, 'ch4': None, 'n2o': None}",{'status': 'up_to_date'},{'status': 'up_to_date'}
cpu-provider_gcp-region_asia_southeast_1,d6b799c9-b935-4870-8064-03a689a6bbed,GCP (asia-southeast-1) CPU,Cloud Computing - CPU,Information and Communication,CCF,https://www.cloudcarbonfootprint.org/docs/methodology/#compute,Derived from CCF models,,2021,2021,SG,Singapore,Emission intensity for usage of a single CPU in kg CO2e per hour for the Google Cloud Platform data centers in the given location using the assumptions and grid emissions factors available in the source as of date accessed. It is assumed that vCPU utilization is 50%. The source does not clarify if the kgCO2e value is calculated using either IPCC Fourth Assessment Report (AR4) or IPCC Fifth Assessment Report (AR5) methodologies.,NumberOverTime,kg/CPU-hour,use_phase,['notable_methodological_variance'],public,['ar4'],,,,"{'co2e_total': None, 'co2e_other': None, 'co2': None, 'ch4': None, 'n2o': None}",{'status': 'up_to_date'},{'status': 'up_to_date'}
cpu-provider_gcp-region_asia_southeast_1,8dea7119-3715-4c3c-bf79-7210a1a75aad,GCP (asia-southeast-1) CPU,Cloud Computing - CPU,Information and Communication,CCF,https://www.cloudcarbonfootprint.org/docs/methodology/#compute,Derived from CCF models,,2022,2022,SG,Singapore,Emission intensity for usage of a single CPU in kg CO2e per hour for the Google Cloud Platform data centers in the given location using the assumptions and grid emissions factors available in the source as of date accessed. It is assumed that vCPU utilization is 50%. The source does not clarify if the kgCO2e value is calculated using either IPCC Fourth Assessment Report (AR4) or IPCC Fifth Assessment Report (AR5) methodologies.,NumberOverTime,kg/CPU-hour,use_phase,['notable_methodological_variance'],public,['ar4'],,,,"{'co2e_total': None, 'co2e_other': None, 'co2': None, 'ch4': None, 'n2o': None}",{'status': 'up_to_date'},{'status': 'up_to_date'}
cpu-provider_gcp_cfe-region_asia_southeast_1,7dc8be7c-9884-4af2-ba4c-44c46ce6f9a3,GCP CFE (asia_southeast_1) CPU,Cloud Computing - CPU,Information and Communication,CCF,https://www.cloudcarbonfootprint.org/docs/methodology/#compute,Derived from CCF models,,2022,2022,SG,Singapore,Emission intensity for usage of a single CPU in kg CO2e per hour for the Google Cloud Platform data centers in the given location using the assumptions and grid emissions factors available in the source as of date accessed. It is assumed that vCPU utilization is 50%. The EF takes into account Google’s published Carbon Free Energy percentage (CFE %) in each region. The source does not clarify if the kgCO2e value is calculated using either IPCC Fourth Assessment Report (AR4) or IPCC Fifth Assessment Report (AR5) methodologies.,NumberOverTime,kg/CPU-hour,use_phase,['notable_methodological_variance'],public,['ar4'],,,,"{'co2e_total': None, 'co2e_other': None, 'co2': None, 'ch4': None, 'n2o': None}",{'status': 'up_to_date'},{'status': 'up_to_date'}
networking-provider_gcp-region_asia_southeast_1,134695ec-d005-4e67-9549-83491ca4f868,GCP (asia-southeast-1) networking,Cloud Computing - Networking,Information and Communication,CCF,https://www.cloudcarbonfootprint.org/docs/methodology/#compute,Derived from CCF models,,2021,2021,SG,Singapore,Emission intensity in kg CO2e per gigabyte of electricity used to power the internal network of the Google Cloud Platform data centers in the given location using the assumptions and grid emissions factors available in the source as of date accessed. The source does not clarify if the kgCO2e value is calculated using either IPCC Fourth Assessment Report (AR4) or IPCC Fifth Assessment Report (AR5) methodologies.,Data,kg/GB,use_phase,['notable_methodological_variance'],public,['ar4'],,,,"{'co2e_total': None, 'co2e_other': None, 'co2': None, 'ch4': None, 'n2o': None}",{'status': 'up_to_date'},{'status': 'up_to_date'}
networking-provider_gcp-region_asia_southeast_1,6a0d29e5-3ade-4efb-ba5d-5c3b62550e40,GCP (asia-southeast-1) networking,Cloud Computing - Networking,Information and Communication,CCF,https://www.cloudcarbonfootprint.org/docs/methodology/#compute,Derived from CCF models,,2022,2022,SG,Singapore,Emission intensity in kg CO2e per gigabyte of electricity used to power the internal network of the Google Cloud Platform data centers in the given location using the assumptions and grid emissions factors available in the source as of date accessed. The source does not clarify if the kgCO2e value is calculated using either IPCC Fourth Assessment Report (AR4) or IPCC Fifth Assessment Report (AR5) methodologies.,Data,kg/GB,use_phase,['notable_methodological_variance'],public,['ar4'],,,,"{'co2e_total': None, 'co2e_other': None, 'co2': None, 'ch4': None, 'n2o': None}",{'status': 'up_to_date'},{'status': 'up_to_date'}
networking-provider_gcp_cfe-region_asia_southeast_1,03daf6f3-d8e9-47ad-a4e5-1322c4f9b874,GCP CFE (asia_southeast_1) networking,Cloud Computing - Networking,Information and Communication,CCF,https://www.cloudcarbonfootprint.org/docs/methodology/#compute,Derived from CCF models,,2022,2022,SG,Singapore,Emission intensity in kg CO2e per gigabyte of electricity used to power the internal network of the Google Cloud Platform data centers in the given location using the assumptions and grid emissions factors available in the source as of date accessed. The EF takes into account Google’s published Carbon Free Energy percentage (CFE %) in each region. The source does not clarify if the kgCO2e value is calculated using either IPCC Fourth Assessment Report (AR4) or IPCC Fifth Assessment Report (AR5) methodologies.,Data,kg/GB,use_phase,['notable_methodological_variance'],public,['ar4'],,,,"{'co2e_total': None, 'co2e_other': None, 'co2': None, 'ch4': None, 'n2o': None}",{'status': 'up_to_date'},{'status': 'up_to_date'}
storage-provider_gcp-region_asia_southeast_1-type_hdd,acbd3617-6981-45bf-9363-36357e32378f,GCP (asia-southeast-1) HDD storage,Cloud Computing - Storage,Information and Communication,CCF,https://www.cloudcarbonfootprint.org/docs/methodology/#compute,Derived from CCF models,,2021,2021,SG,Singapore,Emission intensity for the HDD storage in kg CO2e per terabyte-hour for the Google Cloud Platform (gross) data centers in the given location using the assumptions and grid emissions factors available in the source as of date accessed. The source does not clarify if the kgCO2e value is calculated using either IPCC Fourth Assessment Report (AR4) or IPCC Fifth Assessment Report (AR5) methodologies.,DataOverTime,kg/TB-hour,use_phase,['notable_methodological_variance'],public,['ar4'],,,,"{'co2e_total': None, 'co2e_other': None, 'co2': None, 'ch4': None, 'n2o': None}",{'status': 'up_to_date'},{'status': 'up_to_date'}
